estimator,validation_role,sigma_a,object,rho_star_emp_raw,emp_status,Q_raw,rho_star_pred_f7_leading,pred_status,log10_pred_over_emp,agreement_factor
median_pair_sum,production_robustness_check,0.05,0,,not_reached,1.5457066935672632,,Q_raw_ge_1_no_crossing,,
median_pair_sum,production_robustness_check,0.05,1,,not_reached,1.570258901415087,,Q_raw_ge_1_no_crossing,,
median_pair_sum,production_robustness_check,0.05,2,,not_reached,1.3123753930653828,,Q_raw_ge_1_no_crossing,,
median_pair_sum,production_robustness_check,0.05,3,,not_reached,1.4524784515554938,,Q_raw_ge_1_no_crossing,,
median_pair_sum,production_robustness_check,0.05,4,,not_reached,1.8713090039946618,,Q_raw_ge_1_no_crossing,,
median_pair_sum,production_robustness_check,0.05,5,,not_reached,1.2001226807620422,,Q_raw_ge_1_no_crossing,,
median_pair_sum,production_robustness_check,0.05,6,,not_reached,1.1191030969838744,,Q_raw_ge_1_no_crossing,,
median_pair_sum,production_robustness_check,0.05,7,,not_reached,1.0560010114370437,,Q_raw_ge_1_no_crossing,,
median_pair_sum,production_robustness_check,0.05,8,,not_reached,1.077180559892063,,Q_raw_ge_1_no_crossing,,
median_pair_sum,production_robustness_check,0.05,9,,not_reached,1.3333762250094001,,Q_raw_ge_1_no_crossing,,
median_pair_sum,production_robustness_check,0.1,0,0.4972266375153804,observed,0.3864266733918158,0.48845550019959766,predicted,-0.0077293824032687855,1.0179568810509834
median_pair_sum,production_robustness_check,0.1,1,0.5086112942378428,observed,0.39256472535377174,0.4985096532358434,predicted,-0.0087124274130817,1.0202636818292872
median_pair_sum,production_robustness_check,0.1,2,0.39808852660895006,observed,0.3280938482663457,0.3976366033699297,predicted,-0.0004933054962282278,1.001136523235513
median_pair_sum,production_robustness_check,0.1,3,0.4575811664352042,observed,0.36311961288887346,0.45117341637772035,predicted,-0.00612463841193951,1.0142024104809386
median_pair_sum,production_robustness_check,0.1,4,0.646430131178657,observed,0.46782725099866546,0.6307871261814554,predicted,-0.010638770249818155,1.0247991823991374
median_pair_sum,production_robustness_check,0.1,5,0.352396797240067,observed,0.30003067019051055,0.3567187594564904,predicted,0.0052939963488188345,1.0122644764375628
median_pair_sum,production_robustness_check,0.1,6,0.32069145601113536,observed,0.2797757742459686,0.32819269079625246,predicted,0.0100415151833048,1.0233908158278362
median_pair_sum,production_robustness_check,0.1,7,0.29726183938738304,observed,0.26400025285926093,0.3065255038120982,predicted,0.013327454141482472,1.0311633152906754
median_pair_sum,production_robustness_check,0.1,8,0.3041318316872516,observed,0.26929513997301574,0.31374564901372926,predicted,0.013515834219975207,1.0316106909071059
median_pair_sum,production_robustness_check,0.1,9,0.40694800754662236,observed,0.33334405625235003,0.4054811926160444,predicted,-0.0015682112912126258,1.0036174672396383
median_pair_sum,production_robustness_check,0.15,0,0.1874810622193794,observed,0.17174518817414036,0.1884344281892344,predicted,0.00220284866253418,1.0050851321118472
median_pair_sum,production_robustness_check,0.15,1,0.19092046408125435,observed,0.17447321126834303,0.19173356462619565,predicted,0.0018456651956351537,1.0042588443771814
median_pair_sum,production_robustness_check,0.15,2,0.15686687548728998,observed,0.1458194881183759,0.15761273530280273,predicted,0.002060059847464878,1.004754731125968
median_pair_sum,production_robustness_check,0.15,3,0.1753649459272907,observed,0.1613864946172771,0.1760053396974494,predicted,0.0015830581010972049,1.0036517775361113
median_pair_sum,production_robustness_check,0.15,4,0.23149193227606768,observed,0.20792322266607358,0.2330969507880039,predicted,0.003000732396390283,1.0069333669478475
median_pair_sum,production_robustness_check,0.15,5,0.14221109065765425,observed,0.13334696452911582,0.1431165720671904,predicted,0.0027564582837960243,1.0063671645112118
median_pair_sum,production_robustness_check,0.15,6,0.13181177149621695,observed,0.12434478855376387,0.13278285976374546,predicted,0.0031878210649033557,1.007367234781124
median_pair_sum,production_robustness_check,0.15,7,0.12369017079621783,observed,0.1173334457152271,0.12480777791423261,predicted,0.003906461839124024,1.0090355370262691
median_pair_sum,production_robustness_check,0.15,8,0.12632745099151096,observed,0.11968672887689592,0.1274774449466415,predicted,0.003935617120037241,1.0091032783936076
median_pair_sum,production_robustness_check,0.15,9,0.15972975467694,observed,0.14815291388993337,0.16034824465727252,predicted,0.0016783853963119107,1.003872102487
median_pair_sum,production_robustness_check,0.3,0,0.046365648960245864,observed,0.04293629704353509,0.043885324481787814,predicted,-0.02387702898094537,1.0565183123913637
median_pair_sum,production_robustness_check,0.3,1,0.04713139992340067,observed,0.04361830281708576,0.044598180780046376,predicted,-0.023993195994954062,1.0568009523941766
median_pair_sum,production_robustness_check,0.3,2,0.03925050286072507,observed,0.03645487202959397,0.037135954683919954,predicted,-0.024050631959408233,1.056940724825925
median_pair_sum,production_robustness_check,0.3,3,0.04351150924191608,observed,0.04034662365431928,0.04118312602697145,predicted,-0.023884838623769482,1.0565373112623782
median_pair_sum,production_robustness_check,0.3,4,0.05638426324044336,observed,0.051980805666518394,0.05338052974486991,predicted,-0.023775030602633994,1.0562702076942598
median_pair_sum,production_robustness_check,0.3,5,0.03585800890054123,observed,0.033336741132278955,0.033905076991149315,predicted,-0.024321435779411826,1.0575999845067956
median_pair_sum,production_robustness_check,0.3,6,0.033423545800290555,observed,0.031086197138440966,0.03157962578331112,predicted,-0.024645541616806127,1.0583895461469937
median_pair_sum,production_robustness_check,0.3,7,0.03151588140847127,observed,0.029333361428806774,0.0297721872781831,predicted,-0.024718715394837942,1.0585678880088847
median_pair_sum,production_robustness_check,0.3,8,0.0321128721924123,observed,0.02992168221922398,0.030378470763823842,predicted,-0.024113242911603026,1.057093111831484
median_pair_sum,production_robustness_check,0.3,9,0.03990340482659444,observed,0.037038228472483344,0.03774156524349904,predicted,-0.024190046636498805,1.0572800722266753
median_pair_sum,production_robustness_check,0.5,0,0.018535426838449314,observed,0.015457066935672635,0.015577772849914143,predicted,-0.07549722471591416,1.189863725516544
median_pair_sum,production_robustness_check,0.5,1,0.01880624712671764,observed,0.01570258901415087,0.015827180660448862,predicted,-0.07489857905884822,1.1882247085049886
median_pair_sum,production_robustness_check,0.5,2,0.015682524302512765,observed,0.013123753930653828,0.01321063133151154,predicted,-0.07449239632293768,1.1871139167365135
median_pair_sum,production_robustness_check,0.5,3,0.017392721429213893,observed,0.01452478451555494,0.014631301884253356,predicted,-0.07508457002894907,1.1887336866401794
median_pair_sum,production_robustness_check,0.5,4,0.02266570338605254,observed,0.01871309003994662,0.018890395347040182,predicted,-0.07912815395376262,1.1998533100898752
median_pair_sum,production_robustness_check,0.5,5,0.01432457873130559,observed,0.012001226807620422,0.012073822943157961,predicted,-0.07423705590378901,1.1864161665069881
median_pair_sum,production_robustness_check,0.5,6,0.013339540285087234,observed,0.011191030969838747,0.011254121698730798,predicted,-0.07382925575714307,1.1853026510804145
median_pair_sum,production_robustness_check,0.5,7,0.012633228060071442,observed,0.010560010114370437,0.010616162685507491,predicted,-0.07554677109153933,1.1899994785608852
median_pair_sum,production_robustness_check,0.5,8,0.012808273618875226,observed,0.01077180559892063,0.010830241515946077,predicted,-0.07285245513561443,1.18263970383456
median_pair_sum,production_robustness_check,0.5,9,0.015932564652994318,observed,0.013333762250094002,0.013423455045168255,predicted,-0.07442137678765592,1.186919805622563
true_s1,same_estimator_theorem_validation,0.05,0,,not_reached,1.5457066935672632,,Q_raw_ge_1_no_crossing,,
true_s1,same_estimator_theorem_validation,0.05,1,,not_reached,1.570258901415087,,Q_raw_ge_1_no_crossing,,
true_s1,same_estimator_theorem_validation,0.05,2,,not_reached,1.3123753930653828,,Q_raw_ge_1_no_crossing,,
true_s1,same_estimator_theorem_validation,0.05,3,,not_reached,1.4524784515554938,,Q_raw_ge_1_no_crossing,,
