object,family,K_eff,basis,rho,s,seed,W,photon_budget,lambda_bar,zero_fraction,method,gain_rel_mse,fisher_reference
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,8.0,8.000076293945312,0.0009765625,naive_log,0.004517982862727067,0.0019531063737261416
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,8.0,8.000076293945312,0.0009765625,anscombe,0.002475468069064392,0.0019531063737261416
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,16.0,16.000152587890625,0.0,soft_log,0.0014431485322514675,0.0009765531868630708
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,16.0,16.000152587890625,0.0,naive_log,0.001515544037452981,0.0009765531868630708
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,16.0,16.000152587890625,0.0,anscombe,0.0014012565575995562,0.0009765531868630708
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,32.0,32.00030517578125,0.0,soft_log,0.000792121570547066,0.0004882765934315354
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,32.0,32.00030517578125,0.0,naive_log,0.0008132851012545086,0.0004882765934315354
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,32.0,32.00030517578125,0.0,anscombe,0.0007812386645259764,0.0004882765934315354
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,64.0,64.0006103515625,0.0,soft_log,0.0004688813570307502,0.0002441382967157677
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,64.0,64.0006103515625,0.0,naive_log,0.00047741278738789195,0.0002441382967157677
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,64.0,64.0006103515625,0.0,anscombe,0.00046669669484049493,0.0002441382967157677
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,128.0,128.001220703125,0.0,soft_log,0.00033056169067109757,0.00012206914835788385
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,128.0,128.001220703125,0.0,naive_log,0.00033277392016233133,0.00012206914835788385
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,128.0,128.001220703125,0.0,anscombe,0.00033177565980636447,0.00012206914835788385
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,0.25,0.25000497698783875,0.78369140625,soft_log,0.005396388806482332,0.06249875577781023
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,0.25,0.25000497698783875,0.78369140625,naive_log,0.32539952022068264,0.06249875577781023
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,0.25,0.25000497698783875,0.78369140625,anscombe,0.008525987296384957,0.06249875577781023
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,0.5,0.5000099539756775,0.603515625,soft_log,0.0071539019924431345,0.031249377888905115
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,0.5,0.5000099539756775,0.603515625,naive_log,0.16445602895938874,0.031249377888905115
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,0.5,0.5000099539756775,0.603515625,anscombe,0.010763289222324914,0.031249377888905115
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,1.0,1.000019907951355,0.3798828125,soft_log,0.011666102011997612,0.015624688944452557
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,1.0,1.000019907951355,0.3798828125,naive_log,0.4098220240021889,0.015624688944452557
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,1.0,1.000019907951355,0.3798828125,anscombe,0.013480192503177876,0.015624688944452557
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,2.0,2.00003981590271,0.130859375,soft_log,0.006573995699793008,0.007812344472226279
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,2.0,2.00003981590271,0.130859375,naive_log,0.08449250124284302,0.007812344472226279
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,2.0,2.00003981590271,0.130859375,anscombe,0.005947279137290235,0.007812344472226279
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,4.0,4.00007963180542,0.0185546875,soft_log,0.0052082023060864915,0.0039061722361131393
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,4.0,4.00007963180542,0.0185546875,naive_log,0.016113282221370675,0.0039061722361131393
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,4.0,4.00007963180542,0.0185546875,anscombe,0.004723709483059111,0.0039061722361131393
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,8.0,8.00015926361084,0.0,soft_log,0.0028216329789914492,0.0019530861180565697
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,8.0,8.00015926361084,0.0,naive_log,0.003229236818315866,0.0019530861180565697
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,8.0,8.00015926361084,0.0,anscombe,0.0026020613653105085,0.0019530861180565697
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,16.0,16.00031852722168,0.0,soft_log,0.0016524611450429415,0.0009765430590282848
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,16.0,16.00031852722168,0.0,naive_log,0.0017740512913966245,0.0009765430590282848
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,16.0,16.00031852722168,0.0,anscombe,0.0015931095207524937,0.0009765430590282848
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,32.0,32.00063705444336,0.0,soft_log,0.0008900624105191208,0.0004882715295141424
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,32.0,32.00063705444336,0.0,naive_log,0.0009182107627456056,0.0004882715295141424
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,32.0,32.00063705444336,0.0,anscombe,0.0008724848763078333,0.0004882715295141424
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,64.0,64.00127410888672,0.0,soft_log,0.00042208840424479117,0.0002441357647570712
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,64.0,64.00127410888672,0.0,naive_log,0.0004257834363248719,0.0002441357647570712
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,64.0,64.00127410888672,0.0,anscombe,0.0004170336329977197,0.0002441357647570712
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,128.0,128.00254821777344,0.0,soft_log,0.00030773473766539545,0.0001220678823785356
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,128.0,128.00254821777344,0.0,naive_log,0.000308626199050458,0.0001220678823785356
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,128.0,128.00254821777344,0.0,anscombe,0.00030849791765864246,0.0001220678823785356
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.25,0.24998457729816437,0.78125,soft_log,0.005375816057446327,0.06250385591333331
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.25,0.24998457729816437,0.78125,naive_log,0.10709134426062944,0.06250385591333331
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.25,0.24998457729816437,0.78125,anscombe,0.008420121342916104,0.06250385591333331
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.5,0.49996915459632874,0.61083984375,soft_log,0.004616157556938243,0.031251927956666654
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.5,0.49996915459632874,0.61083984375,naive_log,0.11556734731710193,0.031251927956666654
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.5,0.49996915459632874,0.61083984375,anscombe,0.006751199241086502,0.031251927956666654
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,1.0,0.9999383091926575,0.36865234375,soft_log,0.008585385668118986,0.015625963978333327
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,1.0,0.9999383091926575,0.36865234375,naive_log,0.17012749626691645,0.015625963978333327
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,1.0,0.9999383091926575,0.36865234375,anscombe,0.009832197934352043,0.015625963978333327
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,2.0,1.999876618385315,0.13916015625,soft_log,0.008985082166321023,0.007812981989166664
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,2.0,1.999876618385315,0.13916015625,naive_log,0.1058576200231087,0.007812981989166664
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,2.0,1.999876618385315,0.13916015625,anscombe,0.008446195057346059,0.007812981989166664
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,4.0,3.99975323677063,0.01953125,soft_log,0.007398451745196446,0.003906490994583332
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,4.0,3.99975323677063,0.01953125,naive_log,0.027972346956450882,0.003906490994583332
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,4.0,3.99975323677063,0.01953125,anscombe,0.006443747837757854,0.003906490994583332
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,8.0,7.99950647354126,0.0,soft_log,0.0019193373343085768,0.001953245497291666
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,8.0,7.99950647354126,0.0,naive_log,0.0022774586590370684,0.001953245497291666
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,8.0,7.99950647354126,0.0,anscombe,0.0018630697101712525,0.001953245497291666
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,16.0,15.99901294708252,0.0,soft_log,0.0018554552905878084,0.000976622748645833
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,16.0,15.99901294708252,0.0,naive_log,0.001955889988237918,0.000976622748645833
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,16.0,15.99901294708252,0.0,anscombe,0.0018030753600005943,0.000976622748645833
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,32.0,31.99802589416504,0.0,soft_log,0.000853793918031924,0.0004883113743229165
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,32.0,31.99802589416504,0.0,naive_log,0.0008727027356298654,0.0004883113743229165
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,32.0,31.99802589416504,0.0,anscombe,0.0008449142548670204,0.0004883113743229165
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,64.0,63.99605178833008,0.0,soft_log,0.00040263653717995915,0.00024415568716145824
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,64.0,63.99605178833008,0.0,naive_log,0.0004076409697748244,0.00024415568716145824
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,64.0,63.99605178833008,0.0,anscombe,0.0004001049237984694,0.00024415568716145824
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,128.0,127.99210357666016,0.0,soft_log,0.0003523986127238913,0.00012207784358072912
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,128.0,127.99210357666016,0.0,naive_log,0.00035362453616438354,0.00012207784358072912
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,128.0,127.99210357666016,0.0,anscombe,0.0003513795268073096,0.00012207784358072912
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,0.25,0.24998313188552856,0.77587890625,soft_log,0.0062161537752584905,0.06250421731317034
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,0.25,0.24998313188552856,0.77587890625,naive_log,0.4436965109164116,0.06250421731317034
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,0.25,0.24998313188552856,0.77587890625,anscombe,0.008519432081543182,0.06250421731317034
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,0.5,0.49996626377105713,0.60888671875,soft_log,0.006407622953514184,0.03125210865658517
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,0.5,0.49996626377105713,0.60888671875,naive_log,0.26896870700435255,0.03125210865658517
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,0.5,0.49996626377105713,0.60888671875,anscombe,0.008180833851207025,0.03125210865658517
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,1.0,0.9999325275421143,0.3935546875,soft_log,0.009247186646475539,0.015626054328292584
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,1.0,0.9999325275421143,0.3935546875,naive_log,0.1521831179781182,0.015626054328292584
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,1.0,0.9999325275421143,0.3935546875,anscombe,0.011096918264122391,0.015626054328292584
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,2.0,1.9998650550842285,0.13232421875,soft_log,0.006997724227429078,0.007813027164146292
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,2.0,1.9998650550842285,0.13232421875,naive_log,0.11006910913966575,0.007813027164146292
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,2.0,1.9998650550842285,0.13232421875,anscombe,0.006354168884654274,0.007813027164146292
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,4.0,3.999730110168457,0.025390625,soft_log,0.005436699178329281,0.003906513582073146
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,4.0,3.999730110168457,0.025390625,naive_log,0.02511968175699647,0.003906513582073146
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,4.0,3.999730110168457,0.025390625,anscombe,0.004906927006928677,0.003906513582073146
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,8.0,7.999460220336914,0.00048828125,soft_log,0.002329599901471132,0.001953256791036573
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,8.0,7.999460220336914,0.00048828125,naive_log,0.00291748887201249,0.001953256791036573
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,8.0,7.999460220336914,0.00048828125,anscombe,0.0020475181509927807,0.001953256791036573
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,16.0,15.998920440673828,0.0,soft_log,0.0012832083682785104,0.0009766283955182865
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,16.0,15.998920440673828,0.0,naive_log,0.0013734158186199034,0.0009766283955182865
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,16.0,15.998920440673828,0.0,anscombe,0.0013102055811762441,0.0009766283955182865
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,32.0,31.997840881347656,0.0,soft_log,0.000899576286434371,0.0004883141977591433
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,32.0,31.997840881347656,0.0,naive_log,0.000909572629381735,0.0004883141977591433
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,32.0,31.997840881347656,0.0,anscombe,0.0008722275661734192,0.0004883141977591433
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,64.0,63.99568176269531,0.0,soft_log,0.0007741569532129768,0.00024415709887957163
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,64.0,63.99568176269531,0.0,naive_log,0.0007853382857773971,0.00024415709887957163
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,64.0,63.99568176269531,0.0,anscombe,0.0007531402346256936,0.00024415709887957163
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,128.0,127.99136352539062,0.0,soft_log,0.0002792530046945164,0.00012207854943978582
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,128.0,127.99136352539062,0.0,naive_log,0.0002801836990124933,0.00012207854943978582
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,3,64,128.0,127.99136352539062,0.0,anscombe,0.00027971356720049486,0.00012207854943978582
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,0.25,0.24998904764652252,0.79296875,soft_log,0.006742418942619867,0.06250273820832868
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,0.25,0.24998904764652252,0.79296875,naive_log,0.36555669360519905,0.06250273820832868
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,0.25,0.24998904764652252,0.79296875,anscombe,0.010501835381916767,0.06250273820832868
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,0.5,0.49997809529304504,0.62353515625,soft_log,0.006469613066454172,0.03125136910416434
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,0.5,0.49997809529304504,0.62353515625,naive_log,0.21504521722778705,0.03125136910416434
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,0.5,0.49997809529304504,0.62353515625,anscombe,0.010698551458171938,0.03125136910416434
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,1.0,0.9999561905860901,0.36279296875,soft_log,0.009161675656902853,0.01562568455208217
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,1.0,0.9999561905860901,0.36279296875,naive_log,0.16431808643884402,0.01562568455208217
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,1.0,0.9999561905860901,0.36279296875,anscombe,0.011054457245791268,0.01562568455208217
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,2.0,1.9999123811721802,0.13037109375,soft_log,0.006924588687259327,0.007812842276041084
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,2.0,1.9999123811721802,0.13037109375,naive_log,0.09444309795183169,0.007812842276041084
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,2.0,1.9999123811721802,0.13037109375,anscombe,0.00591178100827917,0.007812842276041084
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,4.0,3.9998247623443604,0.0224609375,soft_log,0.0036108327188806464,0.003906421138020542
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,4.0,3.9998247623443604,0.0224609375,naive_log,0.020698750486804144,0.003906421138020542
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,4.0,3.9998247623443604,0.0224609375,anscombe,0.003337209653898636,0.003906421138020542
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,8.0,7.999649524688721,0.00048828125,soft_log,0.00224301745912964,0.001953210569010271
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,8.0,7.999649524688721,0.00048828125,naive_log,0.002681217788110367,0.001953210569010271
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,8.0,7.999649524688721,0.00048828125,anscombe,0.0020453899675165897,0.001953210569010271
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,16.0,15.999299049377441,0.0,soft_log,0.0010399651128128913,0.0009766052845051356
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,16.0,15.999299049377441,0.0,naive_log,0.0011236357071520897,0.0009766052845051356
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,16.0,15.999299049377441,0.0,anscombe,0.0009980096247157334,0.0009766052845051356
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,32.0,31.998598098754883,0.0,soft_log,0.0006459207250350149,0.0004883026422525678
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,32.0,31.998598098754883,0.0,naive_log,0.0006654934090548684,0.0004883026422525678
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,32.0,31.998598098754883,0.0,anscombe,0.0006302175666717333,0.0004883026422525678
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,64.0,63.997196197509766,0.0,soft_log,0.0004114007436781077,0.0002441513211262839
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,64.0,63.997196197509766,0.0,naive_log,0.00041327489479256913,0.0002441513211262839
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,64.0,63.997196197509766,0.0,anscombe,0.0003935462256054887,0.0002441513211262839
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,128.0,127.99439239501953,0.0,soft_log,0.0002264927621319691,0.00012207566056314195
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,128.0,127.99439239501953,0.0,naive_log,0.0002258278289593916,0.00012207566056314195
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,4,64,128.0,127.99439239501953,0.0,anscombe,0.00022276123514366423,0.00012207566056314195
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,0.25,0.250001460313797,0.77978515625,soft_log,0.0034411583446718507,0.06249963492368325
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,0.25,0.250001460313797,0.77978515625,naive_log,0.11956959643779165,0.06249963492368325
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,0.25,0.250001460313797,0.77978515625,anscombe,0.005771807610072416,0.06249963492368325
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,0.5,0.500002920627594,0.6015625,soft_log,0.008419229256108345,0.031249817461841627
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,0.5,0.500002920627594,0.6015625,naive_log,0.41036687610920347,0.031249817461841627
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,0.5,0.500002920627594,0.6015625,anscombe,0.011611483418243782,0.031249817461841627
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,1.0,1.000005841255188,0.349609375,soft_log,0.00860832906535471,0.015624908730920813
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,1.0,1.000005841255188,0.349609375,naive_log,0.17062447171624745,0.015624908730920813
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,1.0,1.000005841255188,0.349609375,anscombe,0.010377362466765057,0.015624908730920813
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,2.0,2.000011682510376,0.14794921875,soft_log,0.008246925484829186,0.007812454365460407
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,2.0,2.000011682510376,0.14794921875,naive_log,0.08235839955874255,0.007812454365460407
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,2.0,2.000011682510376,0.14794921875,anscombe,0.008233103250448019,0.007812454365460407
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,4.0,4.000023365020752,0.02685546875,soft_log,0.0050262282409269015,0.0039062271827302033
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,4.0,4.000023365020752,0.02685546875,naive_log,0.0301967085025611,0.0039062271827302033
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,4.0,4.000023365020752,0.02685546875,anscombe,0.003845358783771989,0.0039062271827302033
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,8.0,8.000046730041504,0.00048828125,soft_log,0.0020491519902888547,0.0019531135913651017
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,8.0,8.000046730041504,0.00048828125,naive_log,0.003034135684299775,0.0019531135913651017
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,8.0,8.000046730041504,0.00048828125,anscombe,0.0019196439932888914,0.0019531135913651017
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,16.0,16.000093460083008,0.0,soft_log,0.001240178070496496,0.0009765567956825508
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,16.0,16.000093460083008,0.0,naive_log,0.0012957980756415225,0.0009765567956825508
digit_1,synthetic_digit,139.48966292397157,random_uniform,0.001,0.1,0,64,16.0,16.000093460083008,0.0,anscombe,0.0011911431086188058,0.0009765567956825508
